"Cancer","0","2","4","6","8","10","12","14","16","18","Method","Age","Gender","Stratification","GenderAge","Database","CalenderYearGp"
"HeadNeckSubtypeCancerOralCavityIncidence","18","11","8","6","<5","<5","<5","<5","<5","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerOralCavityIncidence","44","32","23","21","17","11","10","6","<5","<5","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerOralCavityIncidence","157","120","91","72","55","39","25","13","7","<5","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerOralCavityIncidence","366","234","172","123","86","64","47","32","18","10","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerOralCavityIncidence","449","270","184","132","101","56","36","19","10","<5","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerOralCavityIncidence","319","182","115","80","55","32","17","8","<5","<5","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerOralCavityIncidence","160","79","46","28","14","6","<5","0","0","0","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerOralCavityIncidence","26","7","<5","<5","0","0","0","0","0","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerOropharynx","<5","<5","<5","<5","<5","<5","<5","0","0","0","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerOropharynx","17","12","9","7","<5","<5","<5","<5","<5","<5","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerOropharynx","144","108","80","55","33","27","18","10","<5","<5","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerOropharynx","364","221","160","106","76","52","37","24","13","<5","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerOropharynx","354","204","133","96","65","41","28","13","<5","<5","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerOropharynx","209","100","65","46","34","25","15","9","6","<5","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerOropharynx","69","26","13","8","<5","<5","<5","<5","0","0","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerOropharynx","14","<5","0","0","0","0","0","0","0","0","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerOropharynx","<5","<5","<5","<5","<5","0","0","0","0","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerOropharynx","33","21","17","14","11","8","6","<5","<5","0","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerOropharynx","387","278","195","141","108","84","60","35","12","<5","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerOropharynx","1127","684","451","310","215","137","79","40","25","<5","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerOropharynx","993","540","341","212","136","78","45","23","9","<5","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerOropharynx","473","195","103","67","38","23","8","<5","<5","0","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerOropharynx","129","38","18","12","<5","<5","0","0","0","0","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerOropharynx","20","<5","<5","0","0","0","0","0","0","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerSalivaryGland","23","13","8","6","<5","<5","<5","<5","0","0","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerSalivaryGland","51","45","32","28","23","17","11","7","<5","<5","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerSalivaryGland","80","52","36","32","25","18","12","9","7","<5","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerSalivaryGland","110","76","57","42","33","24","19","8","<5","<5","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerSalivaryGland","140","106","79","55","39","28","17","11","6","<5","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerSalivaryGland","159","104","68","42","33","20","12","6","<5","0","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerSalivaryGland","112","49","23","14","6","<5","0","0","0","0","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerSalivaryGland","31","11","<5","<5","0","0","0","0","0","0","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerSalivaryGland","13","7","<5","<5","<5","<5","<5","<5","0","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerSalivaryGland","29","21","14","11","9","7","6","<5","<5","<5","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerSalivaryGland","83","55","38","26","22","17","9","6","<5","<5","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerSalivaryGland","145","92","65","52","41","30","25","15","7","<5","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerSalivaryGland","190","97","64","43","29","17","12","6","<5","<5","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerSalivaryGland","222","100","63","40","31","18","8","<5","<5","0","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerSalivaryGland","147","56","30","18","9","6","<5","<5","<5","0","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerSalivaryGland","38","8","<5","0","0","0","0","0","0","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerTongueIncidence","8","<5","<5","<5","<5","<5","<5","<5","<5","0","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerTongueIncidence","44","27","20","17","11","10","6","<5","<5","<5","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerTongueIncidence","167","112","82","55","39","29","16","11","6","<5","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerTongueIncidence","313","214","155","117","93","63","41","24","15","7","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerTongueIncidence","409","245","177","119","83","54","32","19","9","<5","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerTongueIncidence","295","160","110","75","49","31","17","9","<5","<5","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerTongueIncidence","189","82","44","27","11","<5","<5","<5","<5","0","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerTongueIncidence","50","16","7","<5","0","0","0","0","0","0","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerTongueIncidence","11","8","<5","<5","<5","<5","<5","<5","0","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerTongueIncidence","61","36","24","20","12","<5","<5","<5","<5","0","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerTongueIncidence","281","193","155","129","100","73","50","28","15","8","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerTongueIncidence","886","532","373","271","173","121","72","43","19","11","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerTongueIncidence","914","493","330","215","146","85","43","26","15","9","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerTongueIncidence","558","256","135","77","43","28","9","<5","<5","0","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerTongueIncidence","209","79","40","16","7","<5","0","0","0","0","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDAurum","2000-2019"
"HeadNeckSubtypeCancerTongueIncidence","23","<5","<5","0","0","0","0","0","0","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDAurum","2000-2019"
