"Cancer","0","1","2","3","4","Method","Age","Gender","Stratification","GenderAge","Database","CalenderYearGp"
"IncidentPancreaticCancer","272","33","14","<5","0","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDAurum","2000-2004"
"IncidentPancreaticCancer","34","<5","<5","<5","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDAurum","2000-2004"
"IncidentStomachCancer","7","<5","<5","0","0","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDAurum","2000-2004"
"IncidentStomachCancer","15","<5","<5","<5","<5","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDAurum","2000-2004"
"IncidentStomachCancer","50","16","8","<5","<5","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDAurum","2000-2004"
"IncidentStomachCancer","83","35","20","14","10","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDAurum","2000-2004"
"IncidentStomachCancer","220","77","39","20","6","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDAurum","2000-2004"
"IncidentStomachCancer","395","127","60","28","17","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDAurum","2000-2004"
"IncidentStomachCancer","363","86","41","23","7","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDAurum","2000-2004"
"IncidentStomachCancer","88","16","7","<5","<5","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDAurum","2000-2004"
"IncidentStomachCancer","<5","0","0","0","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDAurum","2000-2004"
"IncidentStomachCancer","22","7","6","<5","<5","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDAurum","2000-2004"
"IncidentStomachCancer","50","23","11","<5","<5","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDAurum","2000-2004"
"IncidentStomachCancer","166","68","35","25","12","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDAurum","2000-2004"
"IncidentStomachCancer","431","159","71","44","19","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDAurum","2000-2004"
"IncidentStomachCancer","766","225","107","54","19","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDAurum","2000-2004"
"IncidentStomachCancer","494","99","44","19","<5","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDAurum","2000-2004"
"IncidentStomachCancer","43","10","<5","<5","<5","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDAurum","2000-2004"
"IncidentBreastCancer","38877","28469","19624","12109","5778","Kaplan-Meier","All","Both","None",NA,"CPRDAurum","2005-2009"
"IncidentColorectalCancer","24600","14428","8812","4893","2093","Kaplan-Meier","All","Both","None",NA,"CPRDAurum","2005-2009"
"IncidentEsophagealCancer","6962","2263","936","454","174","Kaplan-Meier","All","Both","None",NA,"CPRDAurum","2005-2009"
"IncidentHeadNeckCancer","5184","3090","1942","1142","474","Kaplan-Meier","All","Both","None",NA,"CPRDAurum","2005-2009"
"IncidentLiverCancer","1413","368","168","77","31","Kaplan-Meier","All","Both","None",NA,"CPRDAurum","2005-2009"
"IncidentLungCancer","20787","5131","1899","802","310","Kaplan-Meier","All","Both","None",NA,"CPRDAurum","2005-2009"
"IncidentPancreaticCancer","4841","865","307","139","46","Kaplan-Meier","All","Both","None",NA,"CPRDAurum","2005-2009"
"IncidentProstateCancer","30574","21789","14570","8661","3801","Kaplan-Meier","All","Both","None",NA,"CPRDAurum","2005-2009"
"IncidentStomachCancer","3880","1261","584","292","114","Kaplan-Meier","All","Both","None",NA,"CPRDAurum","2005-2009"
"IncidentBreastCancer","245","168","115","73","24","Kaplan-Meier","All","Male","Gender",NA,"CPRDAurum","2005-2009"
"IncidentBreastCancer","38632","28301","19509","12036","5754","Kaplan-Meier","All","Female","Gender",NA,"CPRDAurum","2005-2009"
"IncidentColorectalCancer","13636","8060","4875","2679","1153","Kaplan-Meier","All","Male","Gender",NA,"CPRDAurum","2005-2009"
"IncidentColorectalCancer","10964","6368","3937","2214","940","Kaplan-Meier","All","Female","Gender",NA,"CPRDAurum","2005-2009"
"IncidentEsophagealCancer","4772","1593","647","304","112","Kaplan-Meier","All","Male","Gender",NA,"CPRDAurum","2005-2009"
"IncidentEsophagealCancer","2190","670","289","150","62","Kaplan-Meier","All","Female","Gender",NA,"CPRDAurum","2005-2009"
"IncidentHeadNeckCancer","3646","2170","1368","792","313","Kaplan-Meier","All","Male","Gender",NA,"CPRDAurum","2005-2009"
"IncidentHeadNeckCancer","1538","920","574","350","161","Kaplan-Meier","All","Female","Gender",NA,"CPRDAurum","2005-2009"
"IncidentLiverCancer","1003","276","117","57","21","Kaplan-Meier","All","Male","Gender",NA,"CPRDAurum","2005-2009"
"IncidentLiverCancer","410","92","51","20","10","Kaplan-Meier","All","Female","Gender",NA,"CPRDAurum","2005-2009"
"IncidentLungCancer","11928","2830","1018","403","147","Kaplan-Meier","All","Male","Gender",NA,"CPRDAurum","2005-2009"
"IncidentLungCancer","8859","2301","881","399","163","Kaplan-Meier","All","Female","Gender",NA,"CPRDAurum","2005-2009"
"IncidentPancreaticCancer","2388","439","166","68","17","Kaplan-Meier","All","Male","Gender",NA,"CPRDAurum","2005-2009"
"IncidentPancreaticCancer","2453","426","141","71","29","Kaplan-Meier","All","Female","Gender",NA,"CPRDAurum","2005-2009"
"IncidentStomachCancer","2463","826","385","193","79","Kaplan-Meier","All","Male","Gender",NA,"CPRDAurum","2005-2009"
"IncidentStomachCancer","1417","435","199","99","35","Kaplan-Meier","All","Female","Gender",NA,"CPRDAurum","2005-2009"
"IncidentBreastCancer","108","59","41","26","11","Kaplan-Meier","<30","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentBreastCancer","1480","1124","782","474","246","Kaplan-Meier","30-39","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentBreastCancer","5497","4160","2885","1780","853","Kaplan-Meier","40-49","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentBreastCancer","9167","7005","4978","3236","1575","Kaplan-Meier","50-59","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentBreastCancer","9962","7528","5313","3327","1612","Kaplan-Meier","60-69","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentBreastCancer","6757","4923","3392","2066","969","Kaplan-Meier","70-79","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentBreastCancer","4741","3061","1925","1059","467","Kaplan-Meier","80-89","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentBreastCancer","1165","609","308","141","45","Kaplan-Meier",">=90","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentColorectalCancer","73","39","21","11","<5","Kaplan-Meier","<30","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentColorectalCancer","217","127","81","54","18","Kaplan-Meier","30-39","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentColorectalCancer","885","592","365","231","88","Kaplan-Meier","40-49","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentColorectalCancer","2716","1838","1227","698","329","Kaplan-Meier","50-59","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentColorectalCancer","6172","3909","2387","1338","583","Kaplan-Meier","60-69","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentColorectalCancer","7978","4781","2940","1667","720","Kaplan-Meier","70-79","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentColorectalCancer","5760","2875","1673","845","332","Kaplan-Meier","80-89","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentColorectalCancer","799","267","118","49","19","Kaplan-Meier",">=90","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentEsophagealCancer","8","<5","<5","0","0","Kaplan-Meier","<30","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentEsophagealCancer","39","15","6","<5","<5","Kaplan-Meier","30-39","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentEsophagealCancer","248","95","47","23","9","Kaplan-Meier","40-49","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentEsophagealCancer","933","378","166","86","32","Kaplan-Meier","50-59","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentEsophagealCancer","1776","724","320","156","64","Kaplan-Meier","60-69","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentEsophagealCancer","2223","715","297","143","56","Kaplan-Meier","70-79","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentEsophagealCancer","1476","307","91","40","10","Kaplan-Meier","80-89","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentEsophagealCancer","259","26","7","<5","<5","Kaplan-Meier",">=90","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentHeadNeckCancer","35","26","16","12","6","Kaplan-Meier","<30","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentHeadNeckCancer","102","70","52","25","14","Kaplan-Meier","30-39","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentHeadNeckCancer","523","336","215","130","53","Kaplan-Meier","40-49","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentHeadNeckCancer","1273","812","532","311","139","Kaplan-Meier","50-59","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentHeadNeckCancer","1514","907","566","349","140","Kaplan-Meier","60-69","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentHeadNeckCancer","1057","617","385","211","84","Kaplan-Meier","70-79","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentHeadNeckCancer","587","293","165","99","37","Kaplan-Meier","80-89","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentHeadNeckCancer","93","29","11","<5","<5","Kaplan-Meier",">=90","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentLiverCancer","11","<5","<5","<5","0","Kaplan-Meier","<30","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentLiverCancer","16","<5","<5","<5","0","Kaplan-Meier","30-39","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentLiverCancer","76","33","14","<5","0","Kaplan-Meier","40-49","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentLiverCancer","204","61","29","14","7","Kaplan-Meier","50-59","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentLiverCancer","386","109","62","32","14","Kaplan-Meier","60-69","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentLiverCancer","467","124","48","19","8","Kaplan-Meier","70-79","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentLiverCancer","235","33","11","<5","<5","Kaplan-Meier","80-89","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentLiverCancer","18","<5","<5","<5","0","Kaplan-Meier",">=90","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentLungCancer","7","<5","0","0","0","Kaplan-Meier","<30","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentLungCancer","58","20","7","<5","<5","Kaplan-Meier","30-39","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentLungCancer","438","139","53","25","11","Kaplan-Meier","40-49","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentLungCancer","2285","679","260","121","36","Kaplan-Meier","50-59","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentLungCancer","5591","1593","634","278","104","Kaplan-Meier","60-69","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentLungCancer","7327","1799","666","269","118","Kaplan-Meier","70-79","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentLungCancer","4642","844","263","101","37","Kaplan-Meier","80-89","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentLungCancer","439","55","16","<5","<5","Kaplan-Meier",">=90","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentPancreaticCancer","<5","<5","0","0","0","Kaplan-Meier","<30","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentPancreaticCancer","23","11","7","<5","<5","Kaplan-Meier","30-39","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentPancreaticCancer","172","50","19","6","<5","Kaplan-Meier","40-49","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentPancreaticCancer","577","150","56","31","7","Kaplan-Meier","50-59","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentPancreaticCancer","1222","291","103","37","16","Kaplan-Meier","60-69","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentPancreaticCancer","1520","228","84","44","12","Kaplan-Meier","70-79","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentPancreaticCancer","1144","125","36","15","6","Kaplan-Meier","80-89","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentPancreaticCancer","180","9","<5","<5","<5","Kaplan-Meier",">=90","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentProstateCancer","<5","0","0","0","0","Kaplan-Meier","<30","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentProstateCancer","<5","<5","<5","<5","<5","Kaplan-Meier","30-39","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentProstateCancer","220","157","109","71","29","Kaplan-Meier","40-49","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentProstateCancer","2586","1893","1347","810","355","Kaplan-Meier","50-59","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentProstateCancer","9170","6812","4749","2916","1343","Kaplan-Meier","60-69","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentProstateCancer","11646","8482","5741","3483","1541","Kaplan-Meier","70-79","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentProstateCancer","6239","4125","2473","1313","512","Kaplan-Meier","80-89","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentProstateCancer","707","315","149","67","20","Kaplan-Meier",">=90","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentStomachCancer","11","<5","<5","0","0","Kaplan-Meier","<30","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentStomachCancer","33","15","7","<5","0","Kaplan-Meier","30-39","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentStomachCancer","137","61","33","19","7","Kaplan-Meier","40-49","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentStomachCancer","290","101","43","24","11","Kaplan-Meier","50-59","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentStomachCancer","711","291","159","84","35","Kaplan-Meier","60-69","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentStomachCancer","1446","501","225","106","43","Kaplan-Meier","70-79","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentStomachCancer","1086","268","108","50","16","Kaplan-Meier","80-89","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentStomachCancer","166","21","8","<5","<5","Kaplan-Meier",">=90","Both","Age",NA,"CPRDAurum","2005-2009"
"IncidentBreastCancer","103","56","39","24","10","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDAurum","2005-2009"
"IncidentBreastCancer","1475","1120","780","472","245","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDAurum","2005-2009"
"IncidentBreastCancer","5475","4145","2873","1769","848","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDAurum","2005-2009"
"IncidentBreastCancer","9132","6975","4957","3224","1568","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDAurum","2005-2009"
"IncidentBreastCancer","9912","7492","5289","3311","1608","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDAurum","2005-2009"
"IncidentBreastCancer","6685","4878","3362","2049","966","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDAurum","2005-2009"
"IncidentBreastCancer","4691","3028","1902","1047","465","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDAurum","2005-2009"
"IncidentBreastCancer","1159","607","307","140","44","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDAurum","2005-2009"
"IncidentBreastCancer","<5","<5","<5","<5","<5","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDAurum","2005-2009"
"IncidentBreastCancer","<5","<5","<5","<5","<5","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDAurum","2005-2009"
"IncidentBreastCancer","22","15","12","11","<5","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDAurum","2005-2009"
"IncidentBreastCancer","35","30","21","12","7","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDAurum","2005-2009"
"IncidentBreastCancer","50","36","24","16","<5","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDAurum","2005-2009"
"IncidentBreastCancer","72","45","30","17","<5","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDAurum","2005-2009"
"IncidentBreastCancer","50","33","23","12","<5","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDAurum","2005-2009"
"IncidentBreastCancer","6","<5","<5","<5","<5","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDAurum","2005-2009"
"IncidentColorectalCancer","43","23","14","6","<5","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDAurum","2005-2009"
"IncidentColorectalCancer","111","62","41","28","9","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDAurum","2005-2009"
"IncidentColorectalCancer","431","277","177","113","47","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDAurum","2005-2009"
"IncidentColorectalCancer","1159","803","531","307","151","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDAurum","2005-2009"
"IncidentColorectalCancer","2388","1516","954","541","226","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDAurum","2005-2009"
"IncidentColorectalCancer","3370","2020","1251","727","317","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDAurum","2005-2009"
"IncidentColorectalCancer","2963","1487","890","459","174","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDAurum","2005-2009"
"IncidentColorectalCancer","499","180","79","33","14","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDAurum","2005-2009"
"IncidentColorectalCancer","30","16","7","<5","<5","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDAurum","2005-2009"
"IncidentColorectalCancer","106","65","40","26","9","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDAurum","2005-2009"
"IncidentColorectalCancer","454","315","188","118","41","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDAurum","2005-2009"
"IncidentColorectalCancer","1557","1035","696","391","178","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDAurum","2005-2009"
"IncidentColorectalCancer","3784","2393","1433","797","357","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDAurum","2005-2009"
"IncidentColorectalCancer","4608","2761","1689","940","403","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDAurum","2005-2009"
"IncidentColorectalCancer","2797","1388","783","386","158","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDAurum","2005-2009"
"IncidentColorectalCancer","300","87","39","16","<5","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDAurum","2005-2009"
"IncidentEsophagealCancer","<5","<5","<5","0","0","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDAurum","2005-2009"
"IncidentEsophagealCancer","12","<5","<5","<5","<5","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDAurum","2005-2009"
"IncidentEsophagealCancer","58","21","12","6","<5","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDAurum","2005-2009"
"IncidentEsophagealCancer","236","103","48","26","12","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDAurum","2005-2009"
"IncidentEsophagealCancer","425","178","84","44","19","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDAurum","2005-2009"
"IncidentEsophagealCancer","667","213","85","45","21","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDAurum","2005-2009"
"IncidentEsophagealCancer","637","136","52","25","6","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDAurum","2005-2009"
"IncidentEsophagealCancer","153","12","<5","<5","<5","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDAurum","2005-2009"
"IncidentEsophagealCancer","6","<5","<5","0","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDAurum","2005-2009"
"IncidentEsophagealCancer","27","10","<5","<5","0","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDAurum","2005-2009"
"IncidentEsophagealCancer","190","74","35","17","8","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDAurum","2005-2009"
"IncidentEsophagealCancer","697","275","118","60","20","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDAurum","2005-2009"
"IncidentEsophagealCancer","1351","546","236","112","45","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDAurum","2005-2009"
"IncidentEsophagealCancer","1556","502","212","98","35","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDAurum","2005-2009"
"IncidentEsophagealCancer","839","171","39","15","<5","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDAurum","2005-2009"
"IncidentEsophagealCancer","106","14","<5","<5","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDAurum","2005-2009"
"IncidentHeadNeckCancer","17","12","8","7","<5","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDAurum","2005-2009"
"IncidentHeadNeckCancer","54","38","26","14","9","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDAurum","2005-2009"
"IncidentHeadNeckCancer","164","102","62","36","16","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDAurum","2005-2009"
"IncidentHeadNeckCancer","320","210","148","88","35","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDAurum","2005-2009"
"IncidentHeadNeckCancer","390","234","145","96","54","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDAurum","2005-2009"
"IncidentHeadNeckCancer","322","200","123","66","30","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDAurum","2005-2009"
"IncidentHeadNeckCancer","217","106","53","38","14","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDAurum","2005-2009"
"IncidentHeadNeckCancer","54","18","9","<5","<5","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDAurum","2005-2009"
"IncidentHeadNeckCancer","18","14","8","<5","<5","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDAurum","2005-2009"
"IncidentHeadNeckCancer","48","32","26","11","<5","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDAurum","2005-2009"
"IncidentHeadNeckCancer","359","234","153","94","37","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDAurum","2005-2009"
"IncidentHeadNeckCancer","953","602","384","223","104","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDAurum","2005-2009"
"IncidentHeadNeckCancer","1124","673","421","253","86","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDAurum","2005-2009"
"IncidentHeadNeckCancer","735","417","262","145","54","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDAurum","2005-2009"
"IncidentHeadNeckCancer","370","187","112","61","23","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDAurum","2005-2009"
"IncidentHeadNeckCancer","39","11","<5","0","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDAurum","2005-2009"
"IncidentLiverCancer","<5","<5","0","0","0","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDAurum","2005-2009"
"IncidentLiverCancer","9","<5","<5","<5","0","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDAurum","2005-2009"
"IncidentLiverCancer","15","9","6","<5","0","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDAurum","2005-2009"
"IncidentLiverCancer","56","12","6","<5","<5","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDAurum","2005-2009"
"IncidentLiverCancer","90","24","17","8","<5","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDAurum","2005-2009"
"IncidentLiverCancer","138","35","17","<5","<5","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDAurum","2005-2009"
"IncidentLiverCancer","91","7","<5","<5","<5","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDAurum","2005-2009"
"IncidentLiverCancer","8","<5","<5","<5","0","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDAurum","2005-2009"
"IncidentLiverCancer","8","<5","<5","<5","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDAurum","2005-2009"
"IncidentLiverCancer","7","<5","<5","0","0","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDAurum","2005-2009"
"IncidentLiverCancer","61","24","8","<5","0","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDAurum","2005-2009"
"IncidentLiverCancer","148","49","23","12","6","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDAurum","2005-2009"
"IncidentLiverCancer","296","85","45","24","9","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDAurum","2005-2009"
"IncidentLiverCancer","329","89","31","14","<5","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDAurum","2005-2009"
"IncidentLiverCancer","144","26","8","<5","<5","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDAurum","2005-2009"
"IncidentLiverCancer","10","0","0","0","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDAurum","2005-2009"
"IncidentLungCancer","<5","<5","0","0","0","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDAurum","2005-2009"
"IncidentLungCancer","25","8","<5","<5","<5","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDAurum","2005-2009"
"IncidentLungCancer","232","80","32","14","6","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDAurum","2005-2009"
"IncidentLungCancer","1041","350","133","60","23","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDAurum","2005-2009"
"IncidentLungCancer","2315","689","277","126","54","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDAurum","2005-2009"
"IncidentLungCancer","3036","782","303","138","58","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDAurum","2005-2009"
"IncidentLungCancer","2013","363","121","57","20","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDAurum","2005-2009"
"IncidentLungCancer","194","28","11","0","0","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDAurum","2005-2009"
"IncidentLungCancer","<5","<5","0","0","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDAurum","2005-2009"
"IncidentLungCancer","33","12","<5","<5","0","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDAurum","2005-2009"
"IncidentLungCancer","206","59","21","11","<5","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDAurum","2005-2009"
"IncidentLungCancer","1244","329","127","61","13","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDAurum","2005-2009"
"IncidentLungCancer","3276","904","357","152","50","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDAurum","2005-2009"
