"Cancer","0","2","4","6","8","10","12","14","16","18","Method","Age","Gender","Stratification","GenderAge","Database","CalenderYearGp"
"IncidentLiverCancer","89","<5","<5","0","0","0","0","0","0","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDAurum","2000-2019"
"IncidentLungCancer","23","7","<5","<5","<5","<5","<5","<5","0","0","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDAurum","2000-2019"
"IncidentLungCancer","145","46","25","16","9","6","<5","<5","0","0","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDAurum","2000-2019"
"IncidentLungCancer","946","263","157","102","59","39","25","16","9","<5","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDAurum","2000-2019"
"IncidentLungCancer","4221","1070","575","362","217","141","83","47","22","6","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDAurum","2000-2019"
"IncidentLungCancer","10363","2591","1287","721","433","237","134","75","31","12","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDAurum","2000-2019"
"IncidentLungCancer","13783","2788","1185","601","335","162","74","30","10","<5","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDAurum","2000-2019"
"IncidentLungCancer","8862","1284","445","160","65","26","6","0","0","0","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDAurum","2000-2019"
"IncidentLungCancer","1378","101","17","<5","0","0","0","0","0","0","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDAurum","2000-2019"
"IncidentLungCancer","22","11","<5","<5","<5","<5","<5","<5","<5","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDAurum","2000-2019"
"IncidentLungCancer","129","40","23","16","10","10","7","6","<5","<5","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDAurum","2000-2019"
"IncidentLungCancer","934","184","101","71","40","25","18","12","<5","<5","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDAurum","2000-2019"
"IncidentLungCancer","4760","945","450","281","181","114","71","41","20","6","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDAurum","2000-2019"
"IncidentLungCancer","12915","2511","1200","724","410","244","140","70","23","<5","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDAurum","2000-2019"
"IncidentLungCancer","18114","2998","1246","625","329","156","73","32","10","<5","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDAurum","2000-2019"
"IncidentLungCancer","10626","1194","354","141","51","22","11","6","<5","0","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDAurum","2000-2019"
"IncidentLungCancer","1319","80","17","<5","<5","<5","0","0","0","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDAurum","2000-2019"
"IncidentPancreaticCancer","8","<5","<5","<5","<5","<5","<5","<5","<5","<5","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDAurum","2000-2019"
"IncidentPancreaticCancer","39","13","6","<5","<5","0","0","0","0","0","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDAurum","2000-2019"
"IncidentPancreaticCancer","290","68","37","28","16","13","7","<5","<5","<5","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDAurum","2000-2019"
"IncidentPancreaticCancer","932","142","67","40","24","17","9","6","<5","<5","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDAurum","2000-2019"
"IncidentPancreaticCancer","2220","266","121","68","41","29","16","7","<5","<5","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDAurum","2000-2019"
"IncidentPancreaticCancer","3212","299","121","73","49","30","23","12","6","<5","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDAurum","2000-2019"
"IncidentPancreaticCancer","2712","140","57","26","10","<5","<5","<5","<5","0","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDAurum","2000-2019"
"IncidentPancreaticCancer","591","24","10","6","<5","<5","<5","0","0","0","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDAurum","2000-2019"
"IncidentPancreaticCancer","6","<5","<5","<5","<5","<5","0","0","0","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDAurum","2000-2019"
"IncidentPancreaticCancer","54","17","15","13","<5","<5","<5","<5","<5","<5","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDAurum","2000-2019"
"IncidentPancreaticCancer","366","74","40","29","15","10","<5","<5","<5","<5","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDAurum","2000-2019"
"IncidentPancreaticCancer","1282","180","83","53","38","28","20","9","<5","<5","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDAurum","2000-2019"
"IncidentPancreaticCancer","2653","321","152","95","59","39","22","13","6","<5","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDAurum","2000-2019"
"IncidentPancreaticCancer","3449","315","117","71","41","33","22","<5","<5","<5","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDAurum","2000-2019"
"IncidentPancreaticCancer","2036","101","33","14","<5","<5","<5","<5","0","0","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDAurum","2000-2019"
"IncidentPancreaticCancer","277","6","<5","<5","<5","<5","<5","0","0","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDAurum","2000-2019"
"IncidentStomachCancer","17","7","6","<5","<5","<5","<5","<5","0","0","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDAurum","2000-2019"
"IncidentStomachCancer","82","26","18","15","10","9","6","<5","<5","<5","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDAurum","2000-2019"
"IncidentStomachCancer","213","66","36","27","23","16","11","7","<5","0","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDAurum","2000-2019"
"IncidentStomachCancer","396","115","78","53","41","32","22","15","7","<5","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDAurum","2000-2019"
"IncidentStomachCancer","837","260","158","115","91","66","45","31","19","10","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDAurum","2000-2019"
"IncidentStomachCancer","1481","392","241","169","125","79","43","22","12","<5","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDAurum","2000-2019"
"IncidentStomachCancer","1653","295","149","96","67","29","11","<5","<5","<5","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDAurum","2000-2019"
"IncidentStomachCancer","368","35","13","6","<5","<5","<5","0","0","0","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDAurum","2000-2019"
"IncidentStomachCancer","15","<5","<5","<5","<5","0","0","0","0","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDAurum","2000-2019"
"IncidentStomachCancer","76","19","14","12","11","10","7","<5","<5","<5","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDAurum","2000-2019"
"IncidentStomachCancer","299","108","53","40","28","22","14","9","6","<5","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDAurum","2000-2019"
"IncidentStomachCancer","745","222","140","97","77","57","39","23","13","9","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDAurum","2000-2019"
"IncidentStomachCancer","1782","550","319","222","159","119","82","46","23","8","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDAurum","2000-2019"
"IncidentStomachCancer","3243","808","453","309","200","122","65","27","11","<5","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDAurum","2000-2019"
"IncidentStomachCancer","2358","388","160","91","43","24","7","<5","<5","0","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDAurum","2000-2019"
"IncidentStomachCancer","309","20","8","<5","<5","<5","<5","<5","0","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDAurum","2000-2019"
