"Cancer","0","1","2","3","4","Method","Age","Gender","Stratification","GenderAge","Database","CalenderYearGp"
"HeadNeckSubtypeCancerOropharynx","66","22","12","<5","<5","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerOropharynx","16","<5","<5","<5","<5","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerOropharynx","<5","<5","0","0","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerSalivaryGland","6","<5","0","0","0","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerSalivaryGland","11","9","<5","<5","<5","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerSalivaryGland","20","15","11","7","<5","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerSalivaryGland","16","9","7","<5","<5","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerSalivaryGland","28","21","15","11","<5","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerSalivaryGland","24","17","11","7","0","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerSalivaryGland","16","10","<5","<5","0","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerSalivaryGland","<5","0","0","0","0","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerSalivaryGland","0","0","0","0","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerSalivaryGland","6","<5","<5","<5","<5","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerSalivaryGland","15","7","<5","<5","0","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerSalivaryGland","23","17","11","8","<5","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerSalivaryGland","27","10","<5","<5","<5","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerSalivaryGland","44","31","16","11","<5","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerSalivaryGland","16","9","<5","<5","<5","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerSalivaryGland","<5","<5","0","0","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerTongueIncidence","<5","<5","<5","0","0","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerTongueIncidence","9","6","<5","<5","<5","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerTongueIncidence","28","18","6","<5","<5","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerTongueIncidence","45","30","19","12","<5","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerTongueIncidence","52","28","13","6","<5","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerTongueIncidence","48","30","24","11","<5","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerTongueIncidence","29","16","11","<5","<5","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerTongueIncidence","10","<5","<5","<5","<5","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerTongueIncidence","<5","<5","<5","<5","<5","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerTongueIncidence","12","6","<5","<5","0","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerTongueIncidence","43","26","15","11","<5","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerTongueIncidence","130","84","48","31","15","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerTongueIncidence","110","57","32","22","9","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerTongueIncidence","78","41","20","7","<5","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerTongueIncidence","23","12","6","<5","<5","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerTongueIncidence","<5","<5","<5","<5","<5","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerHypopharynx","295","148","89","43","20","Kaplan-Meier","All","Both","None",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerLarynx","1430","897","585","347","142","Kaplan-Meier","All","Both","None",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","137","88","56","32","13","Kaplan-Meier","All","Both","None",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","189","102","68","35","14","Kaplan-Meier","All","Both","None",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerOralCavityIncidence","661","400","256","150","71","Kaplan-Meier","All","Both","None",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerOropharynx","890","523","333","197","84","Kaplan-Meier","All","Both","None",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerSalivaryGland","343","209","129","72","25","Kaplan-Meier","All","Both","None",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerTongueIncidence","975","557","326","187","67","Kaplan-Meier","All","Both","None",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","230","124","79","37","16","Kaplan-Meier","All","Male","Gender",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","65","24","10","6","<5","Kaplan-Meier","All","Female","Gender",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerLarynx","1155","724","469","280","111","Kaplan-Meier","All","Male","Gender",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerLarynx","275","173","116","67","31","Kaplan-Meier","All","Female","Gender",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","79","51","30","17","<5","Kaplan-Meier","All","Male","Gender",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","58","37","26","15","8","Kaplan-Meier","All","Female","Gender",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","122","64","46","24","10","Kaplan-Meier","All","Male","Gender",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","67","38","22","11","<5","Kaplan-Meier","All","Female","Gender",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerOralCavityIncidence","424","252","169","99","43","Kaplan-Meier","All","Male","Gender",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerOralCavityIncidence","237","148","87","51","28","Kaplan-Meier","All","Female","Gender",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerOropharynx","643","376","229","132","52","Kaplan-Meier","All","Male","Gender",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerOropharynx","247","147","104","65","32","Kaplan-Meier","All","Female","Gender",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerSalivaryGland","198","116","73","39","15","Kaplan-Meier","All","Male","Gender",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerSalivaryGland","145","93","56","33","10","Kaplan-Meier","All","Female","Gender",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerTongueIncidence","635","351","204","110","36","Kaplan-Meier","All","Male","Gender",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerTongueIncidence","340","206","122","77","31","Kaplan-Meier","All","Female","Gender",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","0","0","0","0","0","Kaplan-Meier","<30","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","<5","0","0","0","0","Kaplan-Meier","30-39","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","21","9","<5","<5","0","Kaplan-Meier","40-49","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","72","37","21","7","<5","Kaplan-Meier","50-59","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","101","52","31","21","8","Kaplan-Meier","60-69","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","65","37","26","11","<5","Kaplan-Meier","70-79","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","29","11","7","<5","<5","Kaplan-Meier","80-89","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","6","<5","0","0","0","Kaplan-Meier",">=90","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerLarynx","<5","<5","<5","<5","0","Kaplan-Meier","<30","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerLarynx","18","14","9","<5","<5","Kaplan-Meier","30-39","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerLarynx","65","39","17","12","<5","Kaplan-Meier","40-49","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerLarynx","267","179","117","73","38","Kaplan-Meier","50-59","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerLarynx","497","334","218","136","51","Kaplan-Meier","60-69","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerLarynx","360","226","149","78","32","Kaplan-Meier","70-79","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerLarynx","199","97","69","42","14","Kaplan-Meier","80-89","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerLarynx","21","6","<5","<5","0","Kaplan-Meier",">=90","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","0","0","0","0","0","Kaplan-Meier","<30","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","<5","<5","<5","<5","<5","Kaplan-Meier","30-39","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","14","9","<5","<5","0","Kaplan-Meier","40-49","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","25","18","13","8","<5","Kaplan-Meier","50-59","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","34","21","11","8","<5","Kaplan-Meier","60-69","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","35","23","19","11","<5","Kaplan-Meier","70-79","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","23","15","7","<5","<5","Kaplan-Meier","80-89","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","<5","<5","0","0","0","Kaplan-Meier",">=90","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","9","8","<5","<5","<5","Kaplan-Meier","<30","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","11","7","<5","<5","0","Kaplan-Meier","30-39","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","36","27","22","10","<5","Kaplan-Meier","40-49","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","48","24","16","9","<5","Kaplan-Meier","50-59","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","45","23","14","8","<5","Kaplan-Meier","60-69","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","31","11","<5","<5","0","Kaplan-Meier","70-79","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","7","<5","<5","<5","<5","Kaplan-Meier","80-89","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","<5","0","0","0","0","Kaplan-Meier",">=90","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerOralCavityIncidence","6","<5","<5","<5","<5","Kaplan-Meier","<30","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerOralCavityIncidence","19","17","12","8","<5","Kaplan-Meier","30-39","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerOralCavityIncidence","74","49","33","20","9","Kaplan-Meier","40-49","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerOralCavityIncidence","139","91","72","42","22","Kaplan-Meier","50-59","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerOralCavityIncidence","177","96","65","43","19","Kaplan-Meier","60-69","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerOralCavityIncidence","141","87","49","22","11","Kaplan-Meier","70-79","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerOralCavityIncidence","85","50","22","13","<5","Kaplan-Meier","80-89","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerOralCavityIncidence","20","7","<5","0","0","Kaplan-Meier",">=90","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerOropharynx","<5","<5","<5","<5","0","Kaplan-Meier","<30","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerOropharynx","11","7","<5","<5","<5","Kaplan-Meier","30-39","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerOropharynx","129","87","65","34","16","Kaplan-Meier","40-49","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerOropharynx","307","190","117","70","31","Kaplan-Meier","50-59","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerOropharynx","257","142","93","55","22","Kaplan-Meier","60-69","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerOropharynx","131","69","40","29","10","Kaplan-Meier","70-79","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerOropharynx","47","23","10","6","<5","Kaplan-Meier","80-89","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerOropharynx","<5","<5","<5","0","0","Kaplan-Meier",">=90","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerSalivaryGland","<5","<5","<5","<5","<5","Kaplan-Meier","<30","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerSalivaryGland","17","11","10","<5","<5","Kaplan-Meier","30-39","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerSalivaryGland","36","23","10","<5","<5","Kaplan-Meier","40-49","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerSalivaryGland","60","42","33","19","7","Kaplan-Meier","50-59","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerSalivaryGland","66","42","20","11","<5","Kaplan-Meier","60-69","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerSalivaryGland","84","50","34","20","7","Kaplan-Meier","70-79","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerSalivaryGland","61","31","16","10","<5","Kaplan-Meier","80-89","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerSalivaryGland","15","6","<5","<5","<5","Kaplan-Meier",">=90","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerTongueIncidence","6","<5","0","0","0","Kaplan-Meier","<30","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerTongueIncidence","17","9","6","<5","<5","Kaplan-Meier","30-39","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerTongueIncidence","124","80","51","37","12","Kaplan-Meier","40-49","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerTongueIncidence","273","176","110","62","20","Kaplan-Meier","50-59","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerTongueIncidence","284","155","81","40","17","Kaplan-Meier","60-69","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerTongueIncidence","162","84","52","26","9","Kaplan-Meier","70-79","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerTongueIncidence","90","45","23","16","6","Kaplan-Meier","80-89","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerTongueIncidence","19","6","<5","<5","0","Kaplan-Meier",">=90","Both","Age",NA,"CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","0","0","0","0","0","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","<5","0","0","0","0","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","<5","0","0","0","0","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","21","12","<5","<5","<5","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","18","7","<5","<5","<5","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","10","<5","<5","<5","<5","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","8","<5","<5","0","0","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","<5","0","0","0","0","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","0","0","0","0","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","0","0","0","0","0","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","17","9","<5","<5","0","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","51","25","17","<5","<5","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","83","45","28","19","7","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","55","33","24","9","<5","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","21","10","6","<5","<5","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","<5","<5","0","0","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerLarynx","<5","<5","<5","<5","0","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerLarynx","12","9","6","<5","<5","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerLarynx","15","9","<5","<5","0","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerLarynx","41","29","21","11","6","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerLarynx","86","56","40","26","16","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerLarynx","70","46","27","11","<5","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerLarynx","41","21","14","10","<5","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerLarynx","8","<5","<5","<5","0","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerLarynx","<5","<5","<5","0","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerLarynx","6","<5","<5","0","0","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerLarynx","50","30","12","9","<5","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerLarynx","226","150","96","62","32","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerLarynx","411","278","178","110","35","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerLarynx","290","180","122","67","28","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerLarynx","158","76","55","32","11","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerLarynx","13","<5","<5","0","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","0","0","0","0","0","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","<5","<5","<5","<5","<5","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","6","<5","<5","0","0","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","7","<5","<5","<5","<5","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","15","11","6","<5","<5","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","17","13","12","6","<5","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","11","<5","<5","<5","<5","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","<5","<5","0","0","0","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","0","0","0","0","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","<5","0","0","0","0","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","8","7","<5","<5","0","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","18","14","10","<5","<5","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","19","10","<5","<5","<5","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","18","10","7","<5","<5","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","12","10","<5","0","0","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","<5","0","0","0","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","<5","<5","<5","<5","<5","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","7","<5","<5","<5","0","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","11","9","7","<5","<5","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","14","6","<5","<5","<5","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","12","8","<5","<5","<5","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","16","7","<5","<5","0","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","<5","0","0","0","0","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","0","0","0","0","0","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","<5","<5","<5","<5","<5","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","<5","<5","<5","<5","0","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDAurum","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","25","18","15","7","<5","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDAurum","2005-2009"
