"Cancer","0","1","2","3","4","Method","Age","Gender","Stratification","GenderAge","Database","CalenderYearGp"
"IncidentStomachCancer","13","<5","<5","<5","0","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDGold","2000-2004"
"IncidentStomachCancer","29","13","8","<5","0","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDGold","2000-2004"
"IncidentStomachCancer","84","22","14","6","<5","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDGold","2000-2004"
"IncidentStomachCancer","166","34","8","<5","<5","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDGold","2000-2004"
"IncidentStomachCancer","156","29","13","<5","<5","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDGold","2000-2004"
"IncidentStomachCancer","38","<5","<5","<5","<5","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDGold","2000-2004"
"IncidentStomachCancer","<5","0","0","0","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDGold","2000-2004"
"IncidentStomachCancer","7","<5","<5","<5","0","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDGold","2000-2004"
"IncidentStomachCancer","15","<5","<5","<5","<5","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDGold","2000-2004"
"IncidentStomachCancer","89","25","11","8","<5","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDGold","2000-2004"
"IncidentStomachCancer","187","67","24","9","<5","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDGold","2000-2004"
"IncidentStomachCancer","298","82","31","10","<5","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDGold","2000-2004"
"IncidentStomachCancer","195","30","8","<5","<5","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDGold","2000-2004"
"IncidentStomachCancer","25","7","<5","0","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDGold","2000-2004"
"IncidentBreastCancer","23011","16654","11260","6812","3075","Kaplan-Meier","All","Both","None",NA,"CPRDGold","2005-2009"
"IncidentColorectalCancer","14890","8654","5220","2861","1259","Kaplan-Meier","All","Both","None",NA,"CPRDGold","2005-2009"
"IncidentEsophagealCancer","4121","1263","501","253","102","Kaplan-Meier","All","Both","None",NA,"CPRDGold","2005-2009"
"IncidentHeadNeckCancer","3258","1922","1210","685","299","Kaplan-Meier","All","Both","None",NA,"CPRDGold","2005-2009"
"IncidentLiverCancer","902","215","70","26","9","Kaplan-Meier","All","Both","None",NA,"CPRDGold","2005-2009"
"IncidentLungCancer","11859","2878","1074","438","145","Kaplan-Meier","All","Both","None",NA,"CPRDGold","2005-2009"
"IncidentPancreaticCancer","2677","435","155","69","25","Kaplan-Meier","All","Both","None",NA,"CPRDGold","2005-2009"
"IncidentProstateCancer","17288","12008","7950","4649","2031","Kaplan-Meier","All","Both","None",NA,"CPRDGold","2005-2009"
"IncidentStomachCancer","2352","707","300","151","60","Kaplan-Meier","All","Both","None",NA,"CPRDGold","2005-2009"
"IncidentBreastCancer","123","82","57","35","16","Kaplan-Meier","All","Male","Gender",NA,"CPRDGold","2005-2009"
"IncidentBreastCancer","22888","16572","11203","6777","3059","Kaplan-Meier","All","Female","Gender",NA,"CPRDGold","2005-2009"
"IncidentColorectalCancer","8182","4800","2892","1559","678","Kaplan-Meier","All","Male","Gender",NA,"CPRDGold","2005-2009"
"IncidentColorectalCancer","6708","3854","2328","1302","581","Kaplan-Meier","All","Female","Gender",NA,"CPRDGold","2005-2009"
"IncidentEsophagealCancer","2800","886","349","171","63","Kaplan-Meier","All","Male","Gender",NA,"CPRDGold","2005-2009"
"IncidentEsophagealCancer","1321","377","152","82","39","Kaplan-Meier","All","Female","Gender",NA,"CPRDGold","2005-2009"
"IncidentHeadNeckCancer","2254","1330","831","470","208","Kaplan-Meier","All","Male","Gender",NA,"CPRDGold","2005-2009"
"IncidentHeadNeckCancer","1004","592","379","215","91","Kaplan-Meier","All","Female","Gender",NA,"CPRDGold","2005-2009"
"IncidentLiverCancer","597","156","51","21","7","Kaplan-Meier","All","Male","Gender",NA,"CPRDGold","2005-2009"
"IncidentLiverCancer","305","59","19","<5","<5","Kaplan-Meier","All","Female","Gender",NA,"CPRDGold","2005-2009"
"IncidentLungCancer","6678","1493","531","209","71","Kaplan-Meier","All","Male","Gender",NA,"CPRDGold","2005-2009"
"IncidentLungCancer","5181","1385","543","229","74","Kaplan-Meier","All","Female","Gender",NA,"CPRDGold","2005-2009"
"IncidentPancreaticCancer","1304","219","86","41","13","Kaplan-Meier","All","Male","Gender",NA,"CPRDGold","2005-2009"
"IncidentPancreaticCancer","1373","216","69","28","12","Kaplan-Meier","All","Female","Gender",NA,"CPRDGold","2005-2009"
"IncidentStomachCancer","1466","428","174","82","34","Kaplan-Meier","All","Male","Gender",NA,"CPRDGold","2005-2009"
"IncidentStomachCancer","886","279","126","69","26","Kaplan-Meier","All","Female","Gender",NA,"CPRDGold","2005-2009"
"IncidentBreastCancer","80","52","36","23","11","Kaplan-Meier","<30","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentBreastCancer","802","622","416","252","110","Kaplan-Meier","30-39","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentBreastCancer","3131","2348","1639","1020","485","Kaplan-Meier","40-49","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentBreastCancer","5428","4133","2928","1859","856","Kaplan-Meier","50-59","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentBreastCancer","6170","4620","3115","1906","860","Kaplan-Meier","60-69","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentBreastCancer","4030","2827","1912","1115","502","Kaplan-Meier","70-79","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentBreastCancer","2718","1715","1049","569","229","Kaplan-Meier","80-89","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentBreastCancer","652","337","165","68","22","Kaplan-Meier",">=90","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentColorectalCancer","45","26","18","9","<5","Kaplan-Meier","<30","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentColorectalCancer","113","83","59","32","17","Kaplan-Meier","30-39","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentColorectalCancer","542","349","214","126","58","Kaplan-Meier","40-49","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentColorectalCancer","1690","1121","720","399","182","Kaplan-Meier","50-59","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentColorectalCancer","3750","2378","1438","787","351","Kaplan-Meier","60-69","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentColorectalCancer","4831","2859","1732","966","415","Kaplan-Meier","70-79","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentColorectalCancer","3457","1695","972","505","221","Kaplan-Meier","80-89","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentColorectalCancer","462","143","67","37","13","Kaplan-Meier",">=90","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentEsophagealCancer","<5","<5","<5","0","0","Kaplan-Meier","<30","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentEsophagealCancer","22","11","<5","<5","0","Kaplan-Meier","30-39","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentEsophagealCancer","132","41","19","9","<5","Kaplan-Meier","40-49","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentEsophagealCancer","595","237","100","47","27","Kaplan-Meier","50-59","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentEsophagealCancer","1069","411","159","82","28","Kaplan-Meier","60-69","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentEsophagealCancer","1328","377","154","85","35","Kaplan-Meier","70-79","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentEsophagealCancer","858","171","60","25","8","Kaplan-Meier","80-89","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentEsophagealCancer","113","12","<5","<5","<5","Kaplan-Meier",">=90","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentHeadNeckCancer","25","19","12","7","<5","Kaplan-Meier","<30","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentHeadNeckCancer","59","36","23","12","8","Kaplan-Meier","30-39","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentHeadNeckCancer","305","190","117","76","26","Kaplan-Meier","40-49","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentHeadNeckCancer","790","496","329","185","90","Kaplan-Meier","50-59","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentHeadNeckCancer","967","588","365","208","95","Kaplan-Meier","60-69","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentHeadNeckCancer","733","418","263","139","61","Kaplan-Meier","70-79","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentHeadNeckCancer","325","153","91","54","17","Kaplan-Meier","80-89","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentHeadNeckCancer","54","22","10","<5","<5","Kaplan-Meier",">=90","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentLiverCancer","<5","0","0","0","0","Kaplan-Meier","<30","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentLiverCancer","6","<5","<5","<5","0","Kaplan-Meier","30-39","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentLiverCancer","44","16","<5","<5","<5","Kaplan-Meier","40-49","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentLiverCancer","136","36","10","<5","<5","Kaplan-Meier","50-59","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentLiverCancer","240","69","27","9","<5","Kaplan-Meier","60-69","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentLiverCancer","293","64","18","9","<5","Kaplan-Meier","70-79","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentLiverCancer","165","27","9","<5","<5","Kaplan-Meier","80-89","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentLiverCancer","14","<5","<5","0","0","Kaplan-Meier",">=90","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentLungCancer","7","<5","<5","<5","<5","Kaplan-Meier","<30","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentLungCancer","33","9","<5","<5","0","Kaplan-Meier","30-39","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentLungCancer","301","86","37","16","<5","Kaplan-Meier","40-49","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentLungCancer","1244","352","144","66","22","Kaplan-Meier","50-59","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentLungCancer","3315","953","371","153","48","Kaplan-Meier","60-69","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentLungCancer","4250","1030","381","153","51","Kaplan-Meier","70-79","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentLungCancer","2485","416","129","46","17","Kaplan-Meier","80-89","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentLungCancer","224","27","<5","<5","<5","Kaplan-Meier",">=90","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentPancreaticCancer","<5","0","0","0","0","Kaplan-Meier","<30","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentPancreaticCancer","17","6","<5","<5","0","Kaplan-Meier","30-39","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentPancreaticCancer","87","21","9","<5","0","Kaplan-Meier","40-49","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentPancreaticCancer","311","74","33","17","6","Kaplan-Meier","50-59","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentPancreaticCancer","685","132","48","20","8","Kaplan-Meier","60-69","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentPancreaticCancer","855","128","38","18","8","Kaplan-Meier","70-79","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentPancreaticCancer","611","68","24","8","<5","Kaplan-Meier","80-89","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentPancreaticCancer","110","6","0","0","0","Kaplan-Meier",">=90","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentProstateCancer","<5","<5","<5","<5","0","Kaplan-Meier","<30","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentProstateCancer","<5","0","0","0","0","Kaplan-Meier","30-39","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentProstateCancer","96","67","47","28","11","Kaplan-Meier","40-49","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentProstateCancer","1519","1127","843","510","226","Kaplan-Meier","50-59","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentProstateCancer","5320","3856","2618","1577","715","Kaplan-Meier","60-69","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentProstateCancer","6546","4670","3098","1822","811","Kaplan-Meier","70-79","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentProstateCancer","3413","2103","1246","668","254","Kaplan-Meier","80-89","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentProstateCancer","389","181","95","43","14","Kaplan-Meier",">=90","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentStomachCancer","8","<5","<5","<5","<5","Kaplan-Meier","<30","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentStomachCancer","21","9","<5","<5","<5","Kaplan-Meier","30-39","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentStomachCancer","72","23","10","7","<5","Kaplan-Meier","40-49","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentStomachCancer","174","62","34","22","11","Kaplan-Meier","50-59","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentStomachCancer","429","154","59","25","9","Kaplan-Meier","60-69","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentStomachCancer","878","291","128","64","29","Kaplan-Meier","70-79","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentStomachCancer","665","154","61","27","7","Kaplan-Meier","80-89","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentStomachCancer","105","12","<5","<5","<5","Kaplan-Meier",">=90","Both","Age",NA,"CPRDGold","2005-2009"
"IncidentBreastCancer","77","50","34","22","11","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDGold","2005-2009"
"IncidentBreastCancer","799","620","415","251","110","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDGold","2005-2009"
"IncidentBreastCancer","3121","2339","1631","1014","481","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDGold","2005-2009"
"IncidentBreastCancer","5411","4123","2921","1855","852","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDGold","2005-2009"
"IncidentBreastCancer","6141","4599","3101","1900","857","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDGold","2005-2009"
"IncidentBreastCancer","3994","2803","1896","1104","497","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDGold","2005-2009"
"IncidentBreastCancer","2696","1701","1040","563","229","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDGold","2005-2009"
"IncidentBreastCancer","649","337","165","68","22","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDGold","2005-2009"
"IncidentBreastCancer","<5","<5","<5","<5","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDGold","2005-2009"
"IncidentBreastCancer","<5","<5","<5","<5","0","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDGold","2005-2009"
"IncidentBreastCancer","10","9","8","6","<5","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDGold","2005-2009"
"IncidentBreastCancer","17","10","7","<5","<5","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDGold","2005-2009"
"IncidentBreastCancer","29","21","14","6","<5","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDGold","2005-2009"
"IncidentBreastCancer","36","24","16","11","<5","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDGold","2005-2009"
"IncidentBreastCancer","22","14","9","6","0","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDGold","2005-2009"
"IncidentBreastCancer","<5","0","0","0","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDGold","2005-2009"
"IncidentColorectalCancer","22","12","7","<5","0","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDGold","2005-2009"
"IncidentColorectalCancer","61","43","29","16","9","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDGold","2005-2009"
"IncidentColorectalCancer","257","172","107","62","29","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDGold","2005-2009"
"IncidentColorectalCancer","744","492","308","166","74","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDGold","2005-2009"
"IncidentColorectalCancer","1522","980","580","319","149","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDGold","2005-2009"
"IncidentColorectalCancer","2020","1178","735","426","195","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDGold","2005-2009"
"IncidentColorectalCancer","1775","878","515","282","113","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDGold","2005-2009"
"IncidentColorectalCancer","307","99","47","30","12","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDGold","2005-2009"
"IncidentColorectalCancer","23","14","11","8","<5","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDGold","2005-2009"
"IncidentColorectalCancer","52","40","30","16","8","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDGold","2005-2009"
"IncidentColorectalCancer","285","177","107","64","29","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDGold","2005-2009"
"IncidentColorectalCancer","946","629","412","233","108","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDGold","2005-2009"
"IncidentColorectalCancer","2228","1398","858","468","202","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDGold","2005-2009"
"IncidentColorectalCancer","2811","1681","997","540","220","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDGold","2005-2009"
"IncidentColorectalCancer","1682","817","457","223","108","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDGold","2005-2009"
"IncidentColorectalCancer","155","44","20","7","<5","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDGold","2005-2009"
"IncidentEsophagealCancer","<5","<5","<5","0","0","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDGold","2005-2009"
"IncidentEsophagealCancer","7","<5","<5","<5","0","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDGold","2005-2009"
"IncidentEsophagealCancer","37","12","7","<5","<5","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDGold","2005-2009"
"IncidentEsophagealCancer","149","70","29","18","13","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDGold","2005-2009"
"IncidentEsophagealCancer","269","101","45","21","8","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDGold","2005-2009"
"IncidentEsophagealCancer","420","109","40","25","12","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDGold","2005-2009"
"IncidentEsophagealCancer","369","70","26","12","<5","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDGold","2005-2009"
"IncidentEsophagealCancer","68","8","<5","<5","<5","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDGold","2005-2009"
"IncidentEsophagealCancer","<5","<5","0","0","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDGold","2005-2009"
"IncidentEsophagealCancer","15","6","<5","<5","0","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDGold","2005-2009"
"IncidentEsophagealCancer","95","29","12","7","<5","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDGold","2005-2009"
"IncidentEsophagealCancer","446","167","71","29","14","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDGold","2005-2009"
"IncidentEsophagealCancer","800","310","114","61","20","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDGold","2005-2009"
"IncidentEsophagealCancer","908","268","114","60","23","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDGold","2005-2009"
"IncidentEsophagealCancer","489","101","34","13","<5","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDGold","2005-2009"
"IncidentEsophagealCancer","45","<5","<5","0","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDGold","2005-2009"
"IncidentHeadNeckCancer","16","10","7","<5","0","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDGold","2005-2009"
"IncidentHeadNeckCancer","25","16","11","7","<5","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDGold","2005-2009"
"IncidentHeadNeckCancer","103","71","48","28","8","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDGold","2005-2009"
"IncidentHeadNeckCancer","208","130","89","50","24","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDGold","2005-2009"
"IncidentHeadNeckCancer","266","151","99","56","31","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDGold","2005-2009"
"IncidentHeadNeckCancer","220","135","82","47","15","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDGold","2005-2009"
"IncidentHeadNeckCancer","134","64","35","20","7","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDGold","2005-2009"
"IncidentHeadNeckCancer","32","15","8","<5","<5","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDGold","2005-2009"
"IncidentHeadNeckCancer","9","9","<5","<5","<5","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDGold","2005-2009"
"IncidentHeadNeckCancer","34","20","12","<5","<5","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDGold","2005-2009"
"IncidentHeadNeckCancer","202","119","69","48","18","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDGold","2005-2009"
"IncidentHeadNeckCancer","582","366","240","135","66","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDGold","2005-2009"
"IncidentHeadNeckCancer","701","437","266","152","64","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDGold","2005-2009"
"IncidentHeadNeckCancer","513","283","181","92","46","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDGold","2005-2009"
"IncidentHeadNeckCancer","191","89","56","34","10","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDGold","2005-2009"
"IncidentHeadNeckCancer","22","7","<5","<5","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDGold","2005-2009"
"IncidentLiverCancer","0","0","0","0","0","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDGold","2005-2009"
"IncidentLiverCancer","<5","<5","<5","<5","0","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDGold","2005-2009"
"IncidentLiverCancer","13","<5","0","0","0","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDGold","2005-2009"
"IncidentLiverCancer","44","9","<5","0","0","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDGold","2005-2009"
"IncidentLiverCancer","68","17","<5","<5","<5","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDGold","2005-2009"
"IncidentLiverCancer","98","17","<5","<5","0","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDGold","2005-2009"
"IncidentLiverCancer","73","9","<5","<5","<5","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDGold","2005-2009"
"IncidentLiverCancer","8","<5","<5","0","0","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDGold","2005-2009"
"IncidentLiverCancer","<5","0","0","0","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDGold","2005-2009"
"IncidentLiverCancer","<5","0","0","0","0","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDGold","2005-2009"
"IncidentLiverCancer","31","12","<5","<5","<5","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDGold","2005-2009"
"IncidentLiverCancer","92","27","6","<5","<5","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDGold","2005-2009"
"IncidentLiverCancer","172","52","22","8","<5","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDGold","2005-2009"
"IncidentLiverCancer","195","47","14","8","<5","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDGold","2005-2009"
"IncidentLiverCancer","92","18","<5","<5","0","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDGold","2005-2009"
"IncidentLiverCancer","6","0","0","0","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDGold","2005-2009"
"IncidentLungCancer","<5","<5","0","0","0","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDGold","2005-2009"
"IncidentLungCancer","14","<5","<5","<5","0","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDGold","2005-2009"
"IncidentLungCancer","159","49","21","6","<5","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDGold","2005-2009"
"IncidentLungCancer","574","180","83","38","11","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDGold","2005-2009"
"IncidentLungCancer","1392","453","188","81","24","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDGold","2005-2009"
"IncidentLungCancer","1781","485","181","74","27","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDGold","2005-2009"
"IncidentLungCancer","1148","196","65","28","10","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDGold","2005-2009"
"IncidentLungCancer","111","16","<5","<5","<5","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDGold","2005-2009"
"IncidentLungCancer","<5","<5","<5","<5","<5","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDGold","2005-2009"
"IncidentLungCancer","19","<5","<5","<5","0","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDGold","2005-2009"
"IncidentLungCancer","142","37","16","10","<5","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDGold","2005-2009"
"IncidentLungCancer","670","172","61","28","11","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDGold","2005-2009"
"IncidentLungCancer","1923","500","183","72","24","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDGold","2005-2009"
"IncidentLungCancer","2469","545","200","79","24","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDGold","2005-2009"
"IncidentLungCancer","1337","220","64","18","7","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDGold","2005-2009"
"IncidentLungCancer","113","11","<5","0","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDGold","2005-2009"
"IncidentPancreaticCancer","0","0","0","0","0","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDGold","2005-2009"
"IncidentPancreaticCancer","6","<5","<5","0","0","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDGold","2005-2009"
"IncidentPancreaticCancer","37","7","<5","0","0","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDGold","2005-2009"
"IncidentPancreaticCancer","126","29","14","<5","<5","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDGold","2005-2009"
